Date,Open,High,Low,Close,Volume 
2/24/17 11:30,255.59,256.21,255.59,256.06,65700
2/24/17 11:35,256.056,256.2,255.85,255.89,45900
2/24/17 11:40,255.88,256.05,255.72,255.86,70100
2/24/17 11:45,255.9,256.17,255.86,255.98,51800
2/24/17 11:50,255.98,256.48,255.98,256.08,84600
2/24/17 11:55,256.06,256.35,255.87,256.14,57900
2/24/17 12:00,256.14,256.864,256.14,256.807,55100
2/24/17 12:05,256.7743,257.27,256.73,257.11,100000
2/24/17 12:10,257.1024,257.15,256.57,257.15,46800
2/24/17 12:15,257.16,257.5,256.955,257.43,81300
2/24/17 12:20,257.43,257.77,257.12,257.3594,86800
2/24/17 12:25,257.4456,257.74,257.2802,257.3852,53100
2/24/17 12:30,257.35,257.75,257.35,257.7,55100
2/24/17 12:35,257.7,258,257.41,257.59,79100
2/24/17 12:40,257.5903,257.739,256.8909,257.05,64500
2/24/17 12:45,257.04,257.5,256.77,256.84,66800
2/24/17 12:50,256.84,257.7,256.84,257.61,65900
2/24/17 12:55,257.61,257.79,257.3,257.3,42800
2/24/17 13:00,257.409,257.7899,257.37,257.63,32600
2/24/17 13:05,257.63,258,257.5645,257.864,67800
2/24/17 13:10,257.85,257.9299,257.51,257.78,38700
2/24/17 13:15,257.78,258.119,257.57,258.0501,46400
2/24/17 13:20,258.0501,258.13,257.8,257.886,49900
2/24/17 13:25,257.886,258,257.63,257.63,51700
2/24/17 13:30,257.68,257.81,257.5,257.53,31300
2/24/17 13:35,257.56,258.08,257.56,258.027,36700
2/24/17 13:40,258.027,258.19,257.95,258.0701,57200
2/24/17 13:45,258.1047,258.25,257.91,258.19,55700
2/24/17 13:50,258.19,258.19,257.5,257.5,52500
2/24/17 13:55,257.565,257.665,257.47,257.5428,36600
2/24/17 14:00,257.5428,257.5799,256.88,257.126,79500
2/24/17 14:05,257.126,257.126,256.26,256.26,89100
2/24/17 14:10,256.27,256.706,256.27,256.6129,69900
2/24/17 14:15,256.6129,256.77,256.26,256.43,58100
2/24/17 14:20,256.43,256.72,256.42,256.5971,46800
2/24/17 14:25,256.61,256.69,255.51,255.63,83600
2/24/17 14:30,255.61,255.669,255.03,255.4067,76200
2/24/17 14:35,255.4067,256.05,255.4067,255.94,84900
2/24/17 14:40,255.94,256.09,255.465,255.83,78900
2/24/17 14:45,255.7705,256.07,255.7705,255.8395,34900
2/24/17 14:50,255.8395,256.17,255.74,255.92,77600
2/24/17 14:55,255.92,256.489,255.92,256.03,61200
2/24/17 15:00,256.03,256.21,255.72,255.85,47300
2/24/17 15:05,255.85,255.92,255.68,255.845,53800
2/24/17 15:10,255.845,255.992,255.73,255.81,55200
2/24/17 15:15,255.81,255.9,255.24,255.41,78800
2/24/17 15:20,255.41,255.915,255.39,255.91,78200
2/24/17 15:25,255.91,256.15,255.79,256.14,56800
2/24/17 15:30,256.14,256.35,256.02,256.11,64400
2/24/17 15:35,256.14,256.26,256.05,256.11,34700
2/24/17 15:40,256.12,256.44,256.08,256.27,77500
2/24/17 15:45,256.27,256.84,256.27,256.5419,107500
2/24/17 15:50,256.55,256.57,255.8185,255.92,103800
2/24/17 15:55,255.92,256.85,255.92,256.42,138600
2/24/17 16:00,256.42,257.05,256.39,257,251000
2/27/17 9:35,248.17,248.35,245.5,247.1777,1289700
2/27/17 9:40,247.3,248.36,244.52,245.14,658000
2/27/17 9:45,245.16,246.089,244.52,245.3,503200
2/27/17 9:50,245.3,245.41,242.32,242.56,521300
2/27/17 9:55,242.56,243.25,242.01,242.55,442500
2/27/17 10:00,242.55,244.47,242.4,244.37,354600
2/27/17 10:05,244.415,244.88,244.15,244.55,351400
2/27/17 10:10,244.55,245.39,244.29,244.6686,265100
2/27/17 10:15,244.6686,245.03,243.75,245.01,221100
2/27/17 10:20,245.01,245.01,243.81,244.08,145100
2/27/17 10:25,244.08,244.39,243.31,243.35,158100
2/27/17 10:30,243.43,244.7,243.15,244.525,170300
2/27/17 10:35,244.525,245.13,244.02,245.04,173700
2/27/17 10:40,245.04,245.39,244.41,244.79,135400
2/27/17 10:45,244.7701,245.96,244.74,245.9499,257800
2/27/17 10:50,245.91,246.26,245.05,246.24,226000
2/27/17 10:55,246.24,246.54,245.74,245.92,172800
2/27/17 11:00,245.91,246.09,245.2,245.29,144300
2/27/17 11:05,245.29,246.0799,245.29,245.89,126600
2/27/17 11:10,245.8452,245.91,245.27,245.31,70300
2/27/17 11:15,245.31,246.3,245.31,246.2303,130300
2/27/17 11:20,246.2016,246.3,245.9,246.05,82800
2/27/17 11:25,246.05,246.7,245.99,246.28,122100
2/27/17 11:30,246.26,246.489,245.7,246.21,120600
2/27/17 11:35,246.21,246.65,246.11,246.4235,68400
2/27/17 11:40,246.4235,246.5921,246.1,246.1847,52000
2/27/17 11:45,246.1847,246.47,245.75,246.4,75700
2/27/17 11:50,246.4,246.52,246.02,246.03,36500
2/27/17 11:55,246.03,246.35,245.91,246.0091,61800
2/27/17 12:00,245.98,246.36,245.96,246.21,73800
2/27/17 12:05,246.26,246.33,245.89,245.911,64400
2/27/17 12:10,245.911,246.07,245.3,245.5024,122600
2/27/17 12:15,245.5024,245.955,245.48,245.9214,69100
2/27/17 12:20,245.9214,245.95,245.44,245.5,59800
2/27/17 12:25,245.5,245.75,245.4201,245.5571,61700
2/27/17 12:30,245.5571,245.63,244.68,244.68,76600
2/27/17 12:35,244.67,245.475,244.61,245.17,76100
2/27/17 12:40,245.25,245.345,244.95,245.1146,55300
2/27/17 12:45,245.1146,245.3,244.805,244.85,46600
2/27/17 12:50,244.939,245.11,244.68,244.7,65900
2/27/17 12:55,244.7,244.7,244.23,244.69,71900
2/27/17 13:00,244.6568,244.73,244.16,244.34,60200
2/27/17 13:05,244.37,244.63,244.3084,244.59,60400
2/27/17 13:10,244.5,244.71,244.37,244.6126,57400
2/27/17 13:15,244.6126,244.73,244.4693,244.7,52400
2/27/17 13:20,244.7,244.96,244.5448,244.8511,52800
2/27/17 13:25,244.8511,245.22,244.8511,245.09,63200
2/27/17 13:30,245.09,245.12,244.62,244.8467,55200
2/27/17 13:35,244.8467,244.95,244.2,244.35,83100
2/27/17 13:40,244.35,244.44,243.78,244,122500
2/27/17 13:45,244,244.2,243.67,243.704,55900
2/27/17 13:50,243.704,244.055,243.65,243.72,90400
2/27/17 13:55,243.72,243.74,243.25,243.6108,100000
2/27/17 14:00,243.51,244.25,243.4,244.0075,86400
2/27/17 14:05,244.0075,244.1841,243.55,243.6,56700
2/27/17 14:10,243.61,244.2,243.56,244.06,49600
2/27/17 14:15,244.06,244.16,243.81,243.873,60200
2/27/17 14:20,243.873,244.17,243.8,244,39400
2/27/17 14:25,244,244.19,243.92,244,49400
2/27/17 14:30,244,244.94,244,244.69,119100
2/27/17 14:35,244.69,244.795,244.36,244.45,108400
2/27/17 14:40,244.45,244.77,244.43,244.45,67200
2/27/17 14:45,244.45,244.6,244.23,244.51,65900
2/27/17 14:50,244.44,244.58,244,244.44,104900
2/27/17 14:55,244.41,244.448,243.92,243.955,52900
2/27/17 15:00,243.99,244.69,243.9895,244.55,72600
2/27/17 15:05,244.55,245.09,244.32,244.96,93900
2/27/17 15:10,244.96,245.1897,244.76,244.9926,68300
2/27/17 15:15,245.0182,245.44,244.7535,245.363,87100
2/27/17 15:20,245.3635,245.74,245.17,245.57,76300
2/27/17 15:25,245.5701,245.7,245.31,245.4051,68700
2/27/17 15:30,245.4051,245.8,245.332,245.6095,90800
2/27/17 15:35,245.6125,246.01,245.55,245.96,131600
2/27/17 15:40,245.93,246.29,245.83,246.14,132300
2/27/17 15:45,246.14,246.28,246.0101,246.1111,119700
2/27/17 15:50,246.1111,246.18,245.58,245.6,151000
2/27/17 15:55,245.58,246.3,245.58,245.96,201600
2/27/17 16:00,245.96,246.23,245.86,246.23,262600
2/28/17 9:35,244.19,246.91,243.9,246.62,609100
2/28/17 9:40,246.62,249.46,246.62,249.2288,400200
2/28/17 9:45,249.2288,249.4999,247.7,248.525,186400
2/28/17 9:50,248.525,248.557,247.64,248.0417,144800
2/28/17 9:55,248.05,248.5,247.82,248.2099,78600
2/28/17 10:00,248.2099,249.59,248.0372,249.4,142900
2/28/17 10:05,249.45,249.7299,248.89,249.69,131600
2/28/17 10:10,249.69,250.08,249.27,249.6732,223000
2/28/17 10:15,249.6,251,249.5901,250.92,164300
2/28/17 10:20,250.98,251,250.05,250.59,92700
2/28/17 10:25,250.59,250.86,249.65,250.16,95400
2/28/17 10:30,250.16,250.1999,249.44,249.62,64500
2/28/17 10:35,249.62,249.8199,248.9,249.34,90100
2/28/17 10:40,249.34,249.93,249.12,249.61,63200
2/28/17 10:45,249.61,249.6361,249.03,249.35,57400
2/28/17 10:50,249.35,249.35,248.8,248.85,56500
2/28/17 10:55,248.845,249.49,248.845,249.219,49800
2/28/17 11:00,249.219,249.749,249.1192,249.48,45000
2/28/17 11:05,249.53,249.62,248.65,248.7587,62800
2/28/17 11:10,248.7587,248.93,248.26,248.3272,60600
2/28/17 11:15,248.3272,248.38,247.74,248.09,92900
2/28/17 11:20,248.09,248.6023,247.8,248.38,53100
2/28/17 11:25,248.38,248.73,248.25,248.48,40200
2/28/17 11:30,248.47,248.4756,248.06,248.19,35900
2/28/17 11:35,248.19,248.89,248.02,248.79,35500
2/28/17 11:40,248.79,248.87,248.2,248.26,36200
2/28/17 11:45,248.24,248.34,247.67,247.9,49000
2/28/17 11:50,247.9,248,247.65,247.67,35500
2/28/17 11:55,247.67,247.67,247.15,247.3,39900
2/28/17 12:00,247.3,247.75,247.251,247.5805,31100
2/28/17 12:05,247.5805,247.97,247.3501,247.8252,37500
2/28/17 12:10,247.8252,248.2,247.65,247.85,51700
2/28/17 12:15,247.85,247.9225,247.445,247.615,26000
2/28/17 12:20,247.615,248.19,247.58,248.08,31000
2/28/17 12:25,248,248.19,247.87,248.03,39000
2/28/17 12:30,248,248.035,247.21,247.33,35000
2/28/17 12:35,247.33,247.4,247.14,247.4,35600
2/28/17 12:40,247.4,247.8757,247.351,247.61,30200
2/28/17 12:45,247.61,247.71,247.31,247.55,23500
2/28/17 12:50,247.55,248.38,247.44,248.298,74800
2/28/17 12:55,248.298,248.86,248.298,248.84,46400
2/28/17 13:00,248.84,249,248.47,248.9315,43900
2/28/17 13:05,248.9657,249.37,248.86,249.1156,90700
2/28/17 13:10,249.1156,249.43,249.1,249.25,61300
2/28/17 13:15,249.25,249.98,249.25,249.7426,67900
2/28/17 13:20,249.7426,249.99,249.371,249.6899,70700
2/28/17 13:25,249.575,249.7984,249.54,249.665,34200
2/28/17 13:30,249.665,250.05,249.5,249.54,138900
2/28/17 13:35,249.4675,249.66,249.311,249.311,45400
2/28/17 13:40,249.311,249.735,249.11,249.735,59200
2/28/17 13:45,249.735,249.82,249.22,249.565,34500
2/28/17 13:50,249.565,249.75,249.54,249.7,20000
2/28/17 13:55,249.7,249.73,249.5585,249.59,15100
2/28/17 14:00,249.57,249.57,249.25,249.322,30000
2/28/17 14:05,249.322,249.6,249.15,249.15,24500
2/28/17 14:10,249.1753,249.32,248.96,249.2,50900
2/28/17 14:15,249.205,249.205,248.6808,248.93,35700
2/28/17 14:20,248.95,249.19,248.57,248.57,54900
2/28/17 14:25,248.65,249.01,248.58,248.82,25600
2/28/17 14:30,248.88,249.0095,248.78,248.93,18000
2/28/17 14:35,248.9292,248.9292,248.57,248.7424,19000
2/28/17 14:40,248.7424,248.8445,248.4,248.79,29400
2/28/17 14:45,248.79,249.13,248.7,249.045,42000
2/28/17 14:50,249.045,249.15,248.91,249.108,21800
2/28/17 14:55,249.108,249.108,248.56,248.6296,26400
2/28/17 15:00,248.6296,249,248.5,248.77,18400
2/28/17 15:05,248.77,248.84,248.61,248.68,11300
2/28/17 15:10,248.68,248.738,248.3,248.47,33000
2/28/17 15:15,248.47,248.58,248.125,248.24,31700
2/28/17 15:20,248.24,248.48,248.11,248.235,33000
2/28/17 15:25,248.27,248.27,247.5374,247.5374,66200
2/28/17 15:30,247.5374,247.69,247.24,247.245,50600
2/28/17 15:35,247.2245,247.65,247.21,247.438,57400
2/28/17 15:40,247.438,247.48,246.82,247.13,74100
2/28/17 15:45,247.22,248.1,247.13,247.99,129200
2/28/17 15:50,248.073,249.02,248.02,249,124400
2/28/17 15:55,249,250.18,248.87,249.53,189300
2/28/17 16:00,249.53,250.04,249.37,249.99,338900
3/1/17 9:35,254,254.85,253.22,254.337,423300
3/1/17 9:40,254.337,254.337,253.01,253.8032,146500
3/1/17 9:45,253.7997,253.88,252.01,252.1,123400
3/1/17 9:50,252.12,252.765,251.76,251.97,163100
3/1/17 9:55,251.9525,252.41,251.65,251.81,77500
3/1/17 10:00,251.8,253,251.61,252.5,99200
3/1/17 10:05,252.5,253.65,252.4151,253.25,84900
3/1/17 10:10,253.06,253.33,252.61,252.8,72400
3/1/17 10:15,252.8,252.9799,252.31,252.48,71900
3/1/17 10:20,252.58,252.73,252.1301,252.2699,53200
3/1/17 10:25,252.1997,252.39,251.72,251.8699,60400
3/1/17 10:30,251.8699,252.05,251.45,252.05,64600
3/1/17 10:35,252.01,252.25,251.81,252.06,48000
3/1/17 10:40,252.05,252.2,251.8,251.97,43400
3/1/17 10:45,251.97,252.08,251.4,251.4,54000
3/1/17 10:50,251.4,251.495,250.94,250.94,88900
3/1/17 10:55,250.9855,251.08,250.2501,250.45,73600
3/1/17 11:00,250.45,250.69,249.99,250.2708,147900
3/1/17 11:05,250.24,250.53,249.11,249.43,174900
3/1/17 11:10,249.43,250.93,249.33,250.6724,134300
3/1/17 11:15,250.6724,250.99,250.301,250.6399,44500
3/1/17 11:20,250.6176,250.67,249.93,250.36,76100
3/1/17 11:25,250.36,250.5,250,250.37,46000
3/1/17 11:30,250.31,250.3499,249.97,250.17,32700
3/1/17 11:35,250.2173,250.9774,250.18,250.9495,39800
3/1/17 11:40,250.9495,250.95,250.4,250.45,37000
3/1/17 11:45,250.4721,250.4721,250.0805,250.4716,40100
3/1/17 11:50,250.4716,251.25,250.4716,251.12,54400
3/1/17 11:55,251.1454,251.82,251.0983,251.64,60900
3/1/17 12:00,251.64,251.66,251.11,251.11,44400
3/1/17 12:05,251.11,251.49,251.09,251.1801,33200
3/1/17 12:10,251.1801,251.74,251.1801,251.6999,24700
3/1/17 12:15,251.7,252.1999,251.7,252.1999,54300
3/1/17 12:20,252.1999,252.25,251.8471,252,67200
3/1/17 12:25,252,252.43,251.919,252.3597,86100
3/1/17 12:30,252.43,252.43,252.04,252.11,23300
3/1/17 12:35,252.11,252.205,251.57,251.87,41600
3/1/17 12:40,251.87,252.48,251.87,252.35,48800
3/1/17 12:45,252.35,252.6799,252.1701,252.2,45200
3/1/17 12:50,252.2,252.47,252.12,252.31,26800
3/1/17 12:55,252.31,252.31,251.9,251.9717,106400
3/1/17 13:00,251.96,252.02,251.65,251.65,29300
3/1/17 13:05,251.65,251.75,251.58,251.6582,14300
3/1/17 13:10,251.6582,251.86,251.4478,251.4478,41300
3/1/17 13:15,251.4478,251.64,251.428,251.5,21800
3/1/17 13:20,251.5,252.1,251.5,251.9412,30900
3/1/17 13:25,251.9412,252.1,251.78,251.8233,18200
3/1/17 13:30,251.8515,252.37,251.76,252.2596,31200
3/1/17 13:35,252.2596,252.58,252.22,252.36,30800
3/1/17 13:40,252.36,252.5,252.25,252.25,21400
3/1/17 13:45,252.25,252.41,252,252.1282,24100
3/1/17 13:50,252.1282,252.38,252.07,252.3498,22400
3/1/17 13:55,252.3498,252.42,252.14,252.2855,19300
3/1/17 14:00,252.2855,252.4688,252.2,252.34,12100
3/1/17 14:05,252.34,252.37,251.731,251.8,35400
3/1/17 14:10,251.8,251.98,251.56,251.63,20200
3/1/17 14:15,251.63,251.8,251.52,251.8,15300
3/1/17 14:20,251.8,251.92,251.538,251.67,49200
3/1/17 14:25,251.67,251.71,251.22,251.44,21900
3/1/17 14:30,251.44,251.69,251.26,251.51,41400
3/1/17 14:35,251.51,251.81,251.38,251.4147,19700
3/1/17 14:40,251.3555,251.5,250.8,250.8,46200
3/1/17 14:45,250.8,251,250.6163,250.8,39600
3/1/17 14:50,250.8653,251.0775,250.7,250.78,43700
3/1/17 14:55,250.77,251.08,250.65,250.94,20800
3/1/17 15:00,250.94,251.38,250.85,251.2268,27100
3/1/17 15:05,251.2268,251.49,251.02,251.19,26300
3/1/17 15:10,251.11,251.23,250.63,250.7546,53500
3/1/17 15:15,250.7546,250.9625,250.5,250.8,36600
3/1/17 15:20,250.8,250.98,250.7101,250.9628,29700
3/1/17 15:25,250.94,250.99,250.76,250.97,23600
3/1/17 15:30,251,251,250.27,250.285,37300
3/1/17 15:35,250.285,250.33,249.85,249.9,96000
3/1/17 15:40,249.86,250.5792,249.81,250.31,62200
3/1/17 15:45,250.31,250.9625,250.31,250.71,49400
3/1/17 15:50,250.69,250.85,250.35,250.4915,67700
3/1/17 15:55,250.4915,250.94,250.33,250.5,108300
3/1/17 16:00,250.52,250.53,249.85,250.02,183800
3/2/17 9:35,249.71,252.73,248.27,250.9,313300
3/2/17 9:40,250.97,253.28,250.87,251.88,193800
3/2/17 9:45,251.88,252.94,251.66,252.2,94900
3/2/17 9:50,252.2,252.2599,250.61,250.87,98800
3/2/17 9:55,250.87,251.39,250.65,251.09,69800
3/2/17 10:00,251.09,252,251.0001,251.51,84200
3/2/17 10:05,251.51,251.55,250.1,250.32,70900
3/2/17 10:10,250.32,251.03,250.32,250.58,70900
3/2/17 10:15,250.5701,250.7162,250.21,250.5047,41500
3/2/17 10:20,250.5443,251.24,250.498,250.96,50100
3/2/17 10:25,250.96,250.96,250.47,250.73,33300
3/2/17 10:30,250.73,250.91,250.416,250.7,36100
3/2/17 10:35,250.65,250.81,250.3401,250.5892,37000
3/2/17 10:40,250.6309,251.0493,250.36,250.9226,39600
3/2/17 10:45,250.9226,251.73,250.88,251.57,61100
3/2/17 10:50,251.57,251.57,251.1,251.3172,31400
3/2/17 10:55,251.37,251.679,251.24,251.6167,51500
3/2/17 11:00,251.6167,251.68,251.011,251.011,43800
3/2/17 11:05,251.011,251.1,250.5,250.77,57400
3/2/17 11:10,250.77,250.81,249.5,249.8341,78500
3/2/17 11:15,249.8341,249.95,248.78,249.67,94900
3/2/17 11:20,249.67,249.732,249.21,249.397,43700
3/2/17 11:25,249.397,249.59,249.16,249.5,28100
3/2/17 11:30,249.5,249.52,249.37,249.43,17600
3/2/17 11:35,249.43,249.68,248.96,249.094,39200
3/2/17 11:40,249.094,249.18,248.65,248.85,35700
3/2/17 11:45,248.85,249.33,248.81,249.12,39300
3/2/17 11:50,249.12,249.39,249.04,249.12,17100
3/2/17 11:55,249.135,249.36,249.03,249.225,19900
3/2/17 12:00,249.225,249.324,249,249.19,19200
3/2/17 12:05,249.2196,249.27,248.86,249.27,30900
3/2/17 12:10,249.27,249.2746,248.71,248.71,16700
3/2/17 12:15,248.71,248.94,248.6,248.7597,22400
3/2/17 12:20,248.7597,249.079,248.5,249.0024,36200
3/2/17 12:25,249.0024,249.0799,248.7,248.86,20500
3/2/17 12:30,248.86,249.16,248.74,248.886,20600
3/2/17 12:35,249,249.04,248.82,248.865,10500
3/2/17 12:40,248.865,249.012,248.8,249.012,12600
3/2/17 12:45,249.012,249.012,248.7,248.7101,19400
3/2/17 12:50,248.7101,248.99,248.7101,248.76,14500
3/2/17 12:55,248.76,249.35,248.75,249.24,23600
3/2/17 13:00,249.24,250,249.19,249.73,50300
3/2/17 13:05,249.73,249.959,249.5043,249.62,17000
3/2/17 13:10,249.5653,249.723,249.39,249.5332,28600
3/2/17 13:15,249.5332,249.69,249.43,249.45,17800
3/2/17 13:20,249.4291,249.63,249.2701,249.3046,17400
3/2/17 13:25,249.34,249.53,249.285,249.49,12600
3/2/17 13:30,249.35,249.71,249.35,249.7,11400
3/2/17 13:35,249.7,250.1,249.66,250.03,21900
3/2/17 13:40,250.03,250.27,250.01,250.041,30700
3/2/17 13:45,250.041,250.2,249.8925,250.02,16300
3/2/17 13:50,250.02,250.02,249.8502,249.959,13900
3/2/17 13:55,249.959,250.1878,249.78,249.9699,18400
3/2/17 14:00,249.9,250.13,249.86,250.1167,17800
3/2/17 14:05,250.1167,250.17,249.92,250.08,18400
3/2/17 14:10,250.08,250.37,250.08,250.37,24300
3/2/17 14:15,250.37,250.58,250.25,250.5,17400
3/2/17 14:20,250.465,250.86,250.465,250.606,47600
3/2/17 14:25,250.6203,250.72,250.34,250.5,23300
3/2/17 14:30,250.48,250.94,250.35,250.88,20500
3/2/17 14:35,250.81,251.05,250.65,251,43000
3/2/17 14:40,251,251.05,250.6162,250.9797,37000
3/2/17 14:45,250.9797,251.03,250.53,250.741,19500
3/2/17 14:50,250.85,250.98,250.761,250.9142,11400
3/2/17 14:55,250.94,250.95,250.5,250.7885,23500
3/2/17 15:00,250.89,251.07,250.59,251.0078,26400
3/2/17 15:05,251.0078,251.13,250.65,251.13,19100
3/2/17 15:10,251.13,251.134,250.81,251.01,27900
3/2/17 15:15,251.01,251.1399,250.712,251.06,31400
3/2/17 15:20,251.06,251.06,250.5766,250.88,35800
3/2/17 15:25,250.88,251,250.55,250.5796,22400
3/2/17 15:30,250.5604,251.089,250.47,251.07,39300
3/2/17 15:35,251.07,251.17,250.93,251.014,37400
3/2/17 15:40,251.03,251.08,250.71,250.9925,35600
3/2/17 15:45,250.9925,250.9925,250.371,250.5681,44600
3/2/17 15:50,250.58,250.74,250.43,250.485,53500
3/2/17 15:55,250.44,250.74,250.35,250.37,82900
3/2/17 16:00,250.37,250.67,250.36,250.47,136600
3/3/17 9:35,250.74,251.9,250.4,251.59,134000
3/3/17 9:40,251.62,251.86,250.26,250.43,88100
3/3/17 9:45,250.6401,251.2199,250.219,251,48500
3/3/17 9:50,251,251.15,250.5363,250.775,31000
3/3/17 9:55,250.775,250.99,250.6,250.7516,40900
3/3/17 10:00,250.7516,250.95,250.39,250.6301,38500
3/3/17 10:05,250.72,251,250.47,250.66,38300
3/3/17 10:10,250.65,250.9,250.07,250.48,46000
3/3/17 10:15,250.405,250.76,250.35,250.56,33700
3/3/17 10:20,250.56,250.58,250.25,250.455,33500
3/3/17 10:25,250.455,250.455,249.73,250,61900
3/3/17 10:30,250,250.2,249.66,250.0148,50700
3/3/17 10:35,250.0148,250.17,249.4,249.4,38900
3/3/17 10:40,249.4,250,249.4,249.94,35800
3/3/17 10:45,249.94,250.17,249.72,250.01,22800
3/3/17 10:50,250.03,250.17,249.8086,249.9924,29500
3/3/17 10:55,249.98,250.45,249.9,250.45,39400
3/3/17 11:00,250.33,250.58,250,250,30600
3/3/17 11:05,250,250.5,249.85,250.4027,22000
3/3/17 11:10,250.4027,250.74,250.125,250.53,37800
3/3/17 11:15,250.53,250.53,250,250,21100
3/3/17 11:20,250,250.1,249.76,249.81,29000
3/3/17 11:25,249.81,249.88,249.52,249.5764,42900
3/3/17 11:30,249.5764,249.77,249.54,249.68,21300
3/3/17 11:35,249.64,250.2,249.1,249.3622,76400
3/3/17 11:40,249.26,249.81,249,249.375,107700
3/3/17 11:45,249.3772,249.7,249.27,249.35,55500
3/3/17 11:50,249.35,249.38,249.01,249.21,52700
3/3/17 11:55,249.21,249.675,249.1,249.67,33100
3/3/17 12:00,249.69,249.74,249.3711,249.69,31800
3/3/17 12:05,249.69,250.23,249.69,250.0057,41800
3/3/17 12:10,249.97,250.21,249.6997,249.77,20900
3/3/17 12:15,249.77,249.97,249.5,249.84,34000
3/3/17 12:20,249.84,250.22,249.62,250.0932,42200
3/3/17 12:25,250.15,250.49,249.96,250.48,33100
3/3/17 12:30,250.48,250.6599,250.18,250.27,54500
3/3/17 12:35,250.27,250.62,250.1,250.59,28300
3/3/17 12:40,250.52,250.57,250.27,250.29,11700
3/3/17 12:45,250.29,250.51,250.23,250.3425,23700
3/3/17 12:50,250.3425,250.46,250.27,250.38,13400
3/3/17 12:55,250.38,250.43,250.25,250.31,8900
3/3/17 13:00,250.31,250.405,250.22,250.2272,6200
3/3/17 13:05,250.2272,250.42,249.781,250.32,29800
3/3/17 13:10,250.32,250.49,250.171,250.3947,14200
3/3/17 13:15,250.43,250.69,250.41,250.655,25700
3/3/17 13:20,250.655,250.655,250.01,250.11,36100
3/3/17 13:25,250.11,250.4,250.05,250.25,12500
3/3/17 13:30,250.25,250.5,250.2,250.43,14600
3/3/17 13:35,250.43,250.5,250.3,250.4243,17100
3/3/17 13:40,250.4243,250.67,250.4243,250.56,35200
3/3/17 13:45,250.47,250.59,250.33,250.5601,15700
