Date,Open,High,Low,Close,Volume,ClosePC,EMA9,EMA9PC,EMA20,EMA9XEMA20,ClosePC>0.003,EMA9PC>0.001,EMA9>EMA20,VP,TotalVP,TotalVolume,VWAP,EMA9>VWAP,impulse,state,F,_QTY,QTY,value,timestamp
2017-10-10 10:25:00,155.1,155.22,155.59,155.49,4912047.0,0.0016749339689494658,155.7753687474027,-0.0004577715270537297,155.91696256727874,0.0,0,0,0,763495838.7,5210108757.964633,33404218.0,155.9715829289772,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 10:30:00,155.499,155.5,155.7,155.67,5112665.0,0.0011576307158014387,155.75429499792216,-0.00013528293754005993,155.893442322776,0.0,0,0,0,795649969.5166667,6005758727.481299,38516883.0,155.92535687483587,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 10:35:00,155.56,155.68,155.76,155.72,5306210.0,0.00032119226569027326,155.74743599833772,-4.403730622337676e-05,155.87692400632113,0.0,0,0,0,826283021.2,6832041748.681299,43823093.0,155.90049174943675,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 10:40:00,155.515,155.729,155.7506,155.56,5464563.0,-0.001027485229899816,155.70994879867018,-0.00024069224271494605,155.84674076762388,0.0,0,0,0,850722439.2316,7682764187.912899,49287656.0,155.876030864866,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 10:45:00,155.48,155.55,155.845,155.79,5652650.0,0.0014785291848804505,155.72595903893614,0.00010282092049651581,155.84133688499304,0.0,0,0,0,880277763.4166666,8563041951.329566,54940306.0,155.8608346908291,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 10:50:00,155.67,155.81,155.85,155.71,5813835.0,-0.0005135117786763121,155.7227672311489,-2.04963116421375e-05,155.8288286102318,0.0,0,0,0,905737354.65,9468779305.979567,60754141.0,155.85405620300955,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 10:55:00,155.58,155.71,155.715,155.6,5978369.0,-0.0007064414616917425,155.69821378491912,-0.00015767409394507048,155.80703540925734,0.0,0,0,0,930682594.0749999,10399461900.054567,66732510.0,155.83801508521958,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:00:00,155.49,155.605,155.65,155.5971,6154997.0,-1.8637532133602974e-05,155.6779910279353,-0.00012988432231963998,155.78704156075665,0.0,0,0,0,957824424.9812334,11357286325.0358,72887507.0,155.8193823947882,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:05:00,155.47,155.5949,155.675,155.53,6264652.0,-0.0004312419704480819,155.64839282234823,-0.00019012453457056822,155.76256141211317,0.0,0,0,0,974779642.3782666,12332065967.414068,79152159.0,155.80201630904432,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:10:00,155.48,155.53,155.68,155.672,6403403.0,0.0009130071368868009,155.65311425787857,3.0333981898111873e-05,155.75393651572145,0.0,0,0,0,996544533.1486667,13328610500.562735,85555562.0,155.78894216792983,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:15:00,155.63,155.66,155.77,155.721,6634479.0,0.0003147643763812269,155.66669140630285,8.722696291041387e-05,155.75079970470037,0.0,0,0,0,1033101166.4430001,14361711667.005735,92190041.0,155.78376483210084,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:20:00,155.66,155.72,155.8199,155.81,6806446.0,0.0005715349888582022,155.6953531250423,0.0001841223609271303,155.75643782806225,0.0,0,0,0,1060330619.1518,15422042286.157536,98996487.0,155.78373287283958,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:25:00,155.56,155.81,155.82,155.5881,6941517.0,-0.0014241704640267638,155.67390250003382,-0.00013777305859119515,155.7404056539611,0.0,0,0,0,1081067461.2858999,16503109747.443436,105938004.0,155.7808258067939,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:30:00,155.4127,155.6,155.61,155.49,7078936.0,-0.0006305109452456881,155.63712200002706,-0.00023626631963402644,155.716557496441,0.0,0,0,0,1101246477.0666668,17604356224.5101,113016940.0,155.7674117217304,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:35:00,155.51,155.51,155.68,155.655,7200981.0,0.0010611614894848742,155.64069760002164,2.2973953441418615e-05,155.71069487773232,0.0,0,0,0,1120580658.315,18724936882.8251,120217921.0,155.7582823514732,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:40:00,155.43,155.65,155.65,155.52,7359203.0,-0.0008673026886383273,155.6165580800173,-0.0001550977371378437,155.69253346080544,0.0,0,0,0,1145141048.1533334,19870077930.97843,127577124.0,155.74953649980722,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:45:00,155.48,155.53,155.61,155.5535,7441242.0,0.00021540637860084644,155.60394646401386,-8.104289260124631e-05,155.67929217882397,0.0,0,0,0,1157593091.109,21027671022.087433,135018366.0,155.73933861773614,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:50:00,155.54,155.5539,155.645,155.61,7520424.0,0.0003632190853950501,155.6051571712111,7.780697242942836e-06,155.67269292369787,0.0,0,0,0,1170200284.9912,22197871307.078632,142538790.0,155.73214355950847,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 11:55:00,155.46,155.62,155.64,155.52,7617835.0,-0.0005783689994216523,155.58812573696886,-0.00010945289058439389,155.65815074048854,0.0,0,0,0,1185284340.4333334,23383155647.511967,150156625.0,155.72510135674645,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 12:00:00,155.28,155.53,155.54,155.47,7799646.0,-0.00032150205761327655,155.5645005895751,-0.00015184415444213784,155.64023162234676,0.0,0,0,0,1212948948.28,24596104595.791965,157956271.0,155.71464456635576,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 12:05:00,155.43,155.445,155.51,155.4767,7916217.0,4.3095130893400224e-05,155.54694047166006,-0.0001128799812841752,155.62465718212326,0.0,0,0,0,1230791517.6262999,25826896113.418266,165872488.0,155.70331418323133,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 12:10:00,155.3182,155.47,155.58,155.404,8059769.0,-0.00046759417970665407,155.51835237732806,-0.00018379078524666248,155.60364221239723,0.0,0,0,0,1253170496.3753333,27080066609.7936,173932257.0,155.6931823738342,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
2017-10-10 12:15:00,155.25,155.4045,155.46,155.39,8223352.0,-9.008777122865297e-05,155.49268190186245,-0.00016506396237614407,155.58329533502607,0.0,0,0,0,1278058291.6946669,28358124901.488266,182155609.0,155.6807668848027,-1,0,0,1,0.0,0,0.0,20171010 14:14:19
